Date,MLI,CWCO,SEDG,^GSPC
2025-08-04,85.08999633789062,29.149999618530273,25.6299991607666,6329.93994140625
2025-08-05,87.37999725341797,29.15999984741211,26.1200008392334,6299.18994140625
2025-08-06,87.33000183105469,28.829999923706055,25.790000915527344,6345.06005859375
2025-08-07,88.26000213623047,28.899999618530273,24.420000076293945,6340.0
2025-08-08,89.08000183105469,29.290000915527344,24.940000534057617,6389.4501953125
2025-08-11,89.97000122070312,29.709999084472656,24.899999618530273,6373.4501953125
2025-08-12,92.77999877929688,32.279998779296875,25.100000381469727,6445.759765625
2025-08-13,93.7300033569336,33.08000183105469,26.459999084472656,6466.580078125
2025-08-14,92.16000366210938,32.72999954223633,25.670000076293945,6468.5400390625
2025-08-15,91.56999969482422,32.369998931884766,30.059999465942383,6449.7998046875
2025-08-18,92.06999969482422,32.439998626708984,31.15999984741211,6449.14990234375
2025-08-19,92.58000183105469,32.400001525878906,31.989999771118164,6411.3701171875
2025-08-20,91.66000366210938,32.4900016784668,32.060001373291016,6395.77978515625
